Serial_number:,,,,
2057620,,,,
Project ID:,,,,
,,,,
Location:,,,,
,,,,
LEVEL,,,,
UNIT: m,,,,
Offset: 0.000000 m,,,,
TEMPERATURE,,,,
UNIT: °C,,,,
Date,Time,ms,LEVEL(m),TEMPERATURE
2/17/2020,1:30:00 AM,0,0.7576,5.354
2/17/2020,2:00:00 AM,0,0.7537,5.17
2/17/2020,2:30:00 AM,0,0.755,5.005
2/17/2020,3:00:00 AM,0,0.7569,4.845
2/17/2020,3:30:00 AM,0,0.7572,4.705
2/17/2020,4:00:00 AM,0,0.7557,4.561
2/17/2020,4:30:00 AM,0,0.7541,4.438
2/17/2020,5:00:00 AM,0,0.7512,4.324
2/17/2020,5:30:00 AM,0,0.7512,4.212
2/17/2020,6:00:00 AM,0,0.7509,4.106
2/17/2020,6:30:00 AM,0,0.7499,4.005
2/17/2020,7:00:00 AM,0,0.746,3.916
2/17/2020,7:30:00 AM,0,0.7472,3.81
2/17/2020,8:00:00 AM,0,0.7484,3.703
2/17/2020,8:30:00 AM,0,0.7501,3.602
2/17/2020,9:00:00 AM,0,0.7472,3.525
2/17/2020,9:30:00 AM,0,0.751,3.514
2/17/2020,10:00:00 AM,0,0.7549,3.572
2/17/2020,10:30:00 AM,0,0.7606,3.71
2/17/2020,11:00:00 AM,0,0.7626,3.907
2/17/2020,11:30:00 AM,0,0.7636,4.159
2/17/2020,12:00:00 PM,0,0.7678,4.445
2/17/2020,12:30:00 PM,0,0.7705,4.752
2/17/2020,1:00:00 PM,0,0.7716,5.045
2/17/2020,1:30:00 PM,0,0.7701,5.353
2/17/2020,2:00:00 PM,0,0.7654,5.642
2/17/2020,2:30:00 PM,0,0.7676,5.875
2/17/2020,3:00:00 PM,0,0.7651,6.038
2/17/2020,3:30:00 PM,0,0.7655,6.145
2/17/2020,4:00:00 PM,0,0.7648,6.214
2/17/2020,4:30:00 PM,0,0.768,6.228
2/17/2020,5:00:00 PM,0,0.7721,6.183
2/17/2020,5:30:00 PM,0,0.7727,6.084
2/17/2020,6:00:00 PM,0,0.7744,5.956
2/17/2020,6:30:00 PM,0,0.7717,5.812
2/17/2020,7:00:00 PM,0,0.7719,5.675
2/17/2020,7:30:00 PM,0,0.7739,5.544
2/17/2020,8:00:00 PM,0,0.7733,5.412
2/17/2020,8:30:00 PM,0,0.7711,5.283
2/17/2020,9:00:00 PM,0,0.7664,5.144
2/17/2020,9:30:00 PM,0,0.7657,4.976
2/17/2020,10:00:00 PM,0,0.7665,4.777
2/17/2020,10:30:00 PM,0,0.7668,4.58
2/17/2020,11:00:00 PM,0,0.7657,4.392
2/17/2020,11:30:00 PM,0,0.767,4.177
2/18/2020,12:00:00 AM,0,0.7627,3.98
2/18/2020,12:30:00 AM,0,0.7584,3.775
2/18/2020,1:00:00 AM,0,0.755,3.599
2/18/2020,1:30:00 AM,0,0.7533,3.434
2/18/2020,2:00:00 AM,0,0.754,3.285
2/18/2020,2:30:00 AM,0,0.7528,3.144
2/18/2020,3:00:00 AM,0,0.7533,3.025
2/18/2020,3:30:00 AM,0,0.7485,2.911
2/18/2020,4:00:00 AM,0,0.7445,2.823
2/18/2020,4:30:00 AM,0,0.7432,2.717
2/18/2020,5:00:00 AM,0,0.7398,2.616
2/18/2020,5:30:00 AM,0,0.7364,2.529
2/18/2020,6:00:00 AM,0,0.7384,2.447
2/18/2020,6:30:00 AM,0,0.7369,2.36
2/18/2020,7:00:00 AM,0,0.7363,2.281
2/18/2020,7:30:00 AM,0,0.7322,2.192
2/18/2020,8:00:00 AM,0,0.7324,2.109
2/18/2020,8:30:00 AM,0,0.7372,2.036
2/18/2020,9:00:00 AM,0,0.7404,1.987
2/18/2020,9:30:00 AM,0,0.7465,1.986
2/18/2020,10:00:00 AM,0,0.7561,2.071
2/18/2020,10:30:00 AM,0,0.7641,2.24
2/18/2020,11:00:00 AM,0,0.7705,2.471
2/18/2020,11:30:00 AM,0,0.7733,2.736
2/18/2020,12:00:00 PM,0,0.7767,3.017
2/18/2020,12:30:00 PM,0,0.7792,3.327
2/18/2020,1:00:00 PM,0,0.7758,3.633
2/18/2020,1:30:00 PM,0,0.7748,3.94
2/18/2020,2:00:00 PM,0,0.771,4.232
2/18/2020,2:30:00 PM,0,0.7697,4.479
2/18/2020,3:00:00 PM,0,0.7718,4.67
2/18/2020,3:30:00 PM,0,0.7665,4.821
2/18/2020,4:00:00 PM,0,0.7637,4.92
2/18/2020,4:30:00 PM,0,0.7644,4.961
2/18/2020,5:00:00 PM,0,0.765,4.94
2/18/2020,5:30:00 PM,0,0.7634,4.865
2/18/2020,6:00:00 PM,0,0.7574,4.76
2/18/2020,6:30:00 PM,0,0.7527,4.632
2/18/2020,7:00:00 PM,0,0.7481,4.491
2/18/2020,7:30:00 PM,0,0.7445,4.365
2/18/2020,8:00:00 PM,0,0.7422,4.234
2/18/2020,8:30:00 PM,0,0.7365,4.102
2/18/2020,9:00:00 PM,0,0.7296,3.992
2/18/2020,9:30:00 PM,0,0.726,3.877
2/18/2020,10:00:00 PM,0,0.7228,3.75
2/18/2020,10:30:00 PM,0,0.7199,3.613
2/18/2020,11:00:00 PM,0,0.717,3.472
2/18/2020,11:30:00 PM,0,0.7143,3.33
2/19/2020,12:00:00 AM,0,0.7097,3.176
2/19/2020,12:30:00 AM,0,0.7066,3.037
2/19/2020,1:00:00 AM,0,0.7033,2.889
2/19/2020,1:30:00 AM,0,0.7033,2.753
2/19/2020,2:00:00 AM,0,0.6996,2.615
2/19/2020,2:30:00 AM,0,0.6966,2.473
2/19/2020,3:00:00 AM,0,0.6958,2.344
2/19/2020,3:30:00 AM,0,0.6976,2.209
2/19/2020,4:00:00 AM,0,0.6929,2.085
2/19/2020,4:30:00 AM,0,0.6884,1.964
2/19/2020,5:00:00 AM,0,0.683,1.831
2/19/2020,5:30:00 AM,0,0.6829,1.716
2/19/2020,6:00:00 AM,0,0.682,1.6
2/19/2020,6:30:00 AM,0,0.6828,1.498
2/19/2020,7:00:00 AM,0,0.6832,1.392
2/19/2020,7:30:00 AM,0,0.684,1.282
2/19/2020,8:00:00 AM,0,0.6818,1.192
2/19/2020,8:30:00 AM,0,0.6829,1.1
2/19/2020,9:00:00 AM,0,0.6862,1.024
2/19/2020,9:30:00 AM,0,0.6871,1.011
2/19/2020,10:00:00 AM,0,0.6886,1.077
2/19/2020,10:30:00 AM,0,0.6903,1.209
2/19/2020,11:00:00 AM,0,0.6909,1.441
2/19/2020,11:30:00 AM,0,0.6924,1.729
2/19/2020,12:00:00 PM,0,0.6927,2.072
2/19/2020,12:30:00 PM,0,0.6976,2.473
2/19/2020,1:00:00 PM,0,0.6993,2.874
2/19/2020,1:30:00 PM,0,0.7017,3.339
2/19/2020,2:00:00 PM,0,0.7013,3.791
2/19/2020,2:30:00 PM,0,0.7057,4.199
2/19/2020,3:00:00 PM,0,0.7081,4.54
2/19/2020,3:30:00 PM,0,0.7078,4.774
2/19/2020,4:00:00 PM,0,0.703,4.888
2/19/2020,4:30:00 PM,0,0.704,4.919
2/19/2020,5:00:00 PM,0,0.7018,4.854
2/19/2020,5:30:00 PM,0,0.7011,4.7
2/19/2020,6:00:00 PM,0,0.7008,4.462
2/19/2020,6:30:00 PM,0,0.7012,4.182
2/19/2020,7:00:00 PM,0,0.6994,3.886
2/19/2020,7:30:00 PM,0,0.7034,3.623
2/19/2020,8:00:00 PM,0,0.7126,3.396
2/19/2020,8:30:00 PM,0,0.7291,3.233
2/19/2020,9:00:00 PM,0,0.7287,3.152
2/19/2020,9:30:00 PM,0,0.7232,3.148
2/19/2020,10:00:00 PM,0,0.7187,3.187
2/19/2020,10:30:00 PM,0,0.714,3.237
2/19/2020,11:00:00 PM,0,0.71,3.279
2/19/2020,11:30:00 PM,0,0.708,3.298
2/20/2020,12:00:00 AM,0,0.7084,3.289
2/20/2020,12:30:00 AM,0,0.706,3.254
2/20/2020,1:00:00 AM,0,0.697,3.207
2/20/2020,1:30:00 AM,0,0.6863,3.155
2/20/2020,2:00:00 AM,0,0.6913,3.089
2/20/2020,2:30:00 AM,0,0.7148,2.984
2/20/2020,3:00:00 AM,0,0.7128,2.888
2/20/2020,3:30:00 AM,0,0.6977,2.793
2/20/2020,4:00:00 AM,0,0.682,2.696
2/20/2020,4:30:00 AM,0,0.6653,2.601
2/20/2020,5:00:00 AM,0,0.6477,2.513
2/20/2020,5:30:00 AM,0,0.6305,2.441
2/20/2020,6:00:00 AM,0,0.6194,2.367
2/20/2020,6:30:00 AM,0,0.6196,2.312
2/20/2020,7:00:00 AM,0,0.6327,2.252
2/20/2020,7:30:00 AM,0,0.6482,2.162
2/20/2020,8:00:00 AM,0,0.6585,2.068
2/20/2020,8:30:00 AM,0,0.6636,1.991
2/20/2020,9:00:00 AM,0,0.6716,1.93
2/20/2020,9:30:00 AM,0,0.6812,1.895
2/20/2020,10:00:00 AM,0,0.6867,1.922
2/20/2020,10:30:00 AM,0,0.6912,2.028
2/20/2020,11:00:00 AM,0,0.695,2.157
2/20/2020,11:30:00 AM,0,0.6959,2.335
2/20/2020,12:00:00 PM,0,0.6978,2.632
2/20/2020,12:30:00 PM,0,0.7011,2.975
2/20/2020,1:00:00 PM,0,0.7039,3.317
2/20/2020,1:30:00 PM,0,0.7081,3.694
2/20/2020,2:00:00 PM,0,0.7086,4.089
2/20/2020,2:30:00 PM,0,0.7095,4.403
2/20/2020,3:00:00 PM,0,0.7142,4.567
2/20/2020,3:30:00 PM,0,0.7143,4.637
2/20/2020,4:00:00 PM,0,0.7123,4.631
2/20/2020,4:30:00 PM,0,0.711,4.588
2/20/2020,5:00:00 PM,0,0.7094,4.529
2/20/2020,5:30:00 PM,0,0.7056,4.454
2/20/2020,6:00:00 PM,0,0.7012,4.345
2/20/2020,6:30:00 PM,0,0.6963,4.215
2/20/2020,7:00:00 PM,0,0.6965,4.08
2/20/2020,7:30:00 PM,0,0.6976,3.955
2/20/2020,8:00:00 PM,0,0.6951,3.848
2/20/2020,8:30:00 PM,0,0.6934,3.766
2/20/2020,9:00:00 PM,0,0.69,3.716
2/20/2020,9:30:00 PM,0,0.6885,3.686
2/20/2020,10:00:00 PM,0,0.691,3.67
2/20/2020,10:30:00 PM,0,0.6906,3.657
2/20/2020,11:00:00 PM,0,0.6892,3.634
2/20/2020,11:30:00 PM,0,0.6877,3.603
2/21/2020,12:00:00 AM,0,0.6857,3.558
2/21/2020,12:30:00 AM,0,0.6824,3.504
2/21/2020,1:00:00 AM,0,0.6838,3.443
2/21/2020,1:30:00 AM,0,0.6824,3.385
2/21/2020,2:00:00 AM,0,0.681,3.312
2/21/2020,2:30:00 AM,0,0.6804,3.238
2/21/2020,3:00:00 AM,0,0.6827,3.151
2/21/2020,3:30:00 AM,0,0.6938,3.065
2/21/2020,4:00:00 AM,0,0.7036,2.984
2/21/2020,4:30:00 AM,0,0.7018,2.893
2/21/2020,5:00:00 AM,0,0.6998,2.807
2/21/2020,5:30:00 AM,0,0.699,2.721
2/21/2020,6:00:00 AM,0,0.6984,2.623
2/21/2020,6:30:00 AM,0,0.6986,2.52
2/21/2020,7:00:00 AM,0,0.698,2.423
2/21/2020,7:30:00 AM,0,0.6963,2.332
2/21/2020,8:00:00 AM,0,0.6957,2.226
2/21/2020,8:30:00 AM,0,0.6967,2.122
2/21/2020,9:00:00 AM,0,0.6998,2.046
2/21/2020,9:30:00 AM,0,0.7052,2.017
2/21/2020,10:00:00 AM,0,0.7068,2.056
2/21/2020,10:30:00 AM,0,0.7047,2.176
2/21/2020,11:00:00 AM,0,0.7059,2.379
2/21/2020,11:30:00 AM,0,0.7099,2.665
2/21/2020,12:00:00 PM,0,0.7106,2.985
2/21/2020,12:30:00 PM,0,0.712,3.404
2/21/2020,1:00:00 PM,0,0.714,3.831
2/21/2020,1:30:00 PM,0,0.7146,4.278
2/21/2020,2:00:00 PM,0,0.7133,4.8
2/21/2020,2:30:00 PM,0,0.7102,5.285
2/21/2020,3:00:00 PM,0,0.7091,5.692
2/21/2020,3:30:00 PM,0,0.704,5.984
2/21/2020,4:00:00 PM,0,0.7033,6.202
